遊戲名稱,期別,開獎日期,銷售總額,銷售注數,總獎金,獎號1,獎號2,獎號3,獎號4, 
4星彩,111000076,2022/03/30,4885650,195426,2680000,1,4,2,1,,,,,,,,
4星彩,111000077,2022/03/31,4735650,189426,5220000,5,2,8,8,,,,,,,,
4星彩,111000078,2022/04/01,5070925,202837,880000,6,7,4,6,,,,,,,,
4星彩,111000079,2022/04/02,4405850,176234,2600000,7,2,6,3,,,,,,,,
4星彩,111000080,2022/04/04,4975350,199014,3795000,4,4,1,3,,,,,,,,
4星彩,111000081,2022/04/05,4483250,179330,1550000,5,2,5,9,,,,,,,,
4星彩,111000082,2022/04/06,4769850,190794,1850000,2,8,1,3,,,,,,,,
4星彩,111000083,2022/04/07,4788825,191553,2170000,1,6,9,0,,,,,,,,
4星彩,111000084,2022/04/08,4931925,197277,750000,4,7,4,1,,,,,,,,
4星彩,111000085,2022/04/09,4776775,191071,490000,1,6,4,5,,,,,,,,
4星彩,111000086,2022/04/11,5134700,205388,1790000,8,1,9,3,,,,,,,,
4星彩,111000087,2022/04/12,4643625,185745,1010000,5,9,3,2,,,,,,,,
4星彩,111000088,2022/04/13,4751625,190065,1535000,0,2,4,1,,,,,,,,
4星彩,111000089,2022/04/14,4721050,188842,3010000,9,2,5,7,,,,,,,,
4星彩,111000090,2022/04/15,4947225,197889,1370000,4,0,6,0,,,,,,,,
4星彩,111000091,2022/04/16,4783450,191338,2685000,7,7,6,7,,,,,,,,
4星彩,111000092,2022/04/18,5123275,204931,1390000,7,4,8,1,,,,,,,,
4星彩,111000093,2022/04/19,4483925,179357,270000,5,7,5,4,,,,,,,,
4星彩,111000094,2022/04/20,4639950,185598,935000,6,0,4,3,,,,,,,,
4星彩,111000095,2022/04/21,4621150,184846,2075000,8,5,6,2,,,,,,,,
4星彩,111000096,2022/04/22,4662425,186497,10465000,3,2,2,3,,,,,,,,
4星彩,111000097,2022/04/23,4805450,192218,1740000,2,5,7,0,,,,,,,,
4星彩,111000098,2022/04/25,4949325,197973,710000,4,9,6,6,,,,,,,,
4星彩,111000099,2022/04/26,4413050,176522,1000000,5,0,9,1,,,,,,,,
4星彩,111000100,2022/04/27,4653575,186143,4640000,2,5,2,6,,,,,,,,
4星彩,111000101,2022/04/28,4576800,183072,1975000,0,6,0,3,,,,,,,,
4星彩,111000102,2022/04/29,4520375,180815,1885000,3,9,6,2,,,,,,,,
4星彩,111000103,2022/04/30,4532400,181296,4255000,8,0,6,1,,,,,,,,
4星彩,111000104,2022/05/02,4217350,168694,1635000,2,7,1,7,,,,,,,,
4星彩,111000105,2022/05/03,4412225,176489,2235000,5,5,5,1,,,,,,,,
4星彩,111000106,2022/05/04,4527925,181117,950000,0,9,6,9,,,,,,,,
4星彩,111000107,2022/05/05,4563325,182533,3850000,3,9,5,1,,,,,,,,
4星彩,111000108,2022/05/06,4641650,185666,1105000,2,5,9,6,,,,,,,,
4星彩,111000109,2022/05/07,4642825,185713,3985000,0,1,7,1,,,,,,,,
4星彩,111000110,2022/05/09,4793300,191732,1180000,3,4,1,5,,,,,,,,
4星彩,111000111,2022/05/10,4417550,176702,2790000,3,6,5,5,,,,,,,,
4星彩,111000112,2022/05/11,4448950,177958,310000,8,4,0,4,,,,,,,,
4星彩,111000113,2022/05/12,4272300,170892,3035000,2,9,1,7,,,,,,,,
4星彩,111000114,2022/05/13,4550000,182000,980000,0,3,9,2,,,,,,,,
4星彩,111000115,2022/05/14,4230075,169203,1210000,8,1,6,0,,,,,,,,
4星彩,111000116,2022/05/16,4206475,168259,885000,0,5,6,7,,,,,,,,
4星彩,111000117,2022/05/17,4229300,169172,1710000,3,1,7,2,,,,,,,,
4星彩,111000118,2022/05/18,4279250,171170,630000,4,5,9,5,,,,,,,,
4星彩,111000119,2022/05/19,4246450,169858,515000,6,9,6,4,,,,,,,,
4星彩,111000120,2022/05/20,4608200,184328,1390000,6,9,0,3,,,,,,,,
4星彩,111000121,2022/05/21,4319925,172797,810000,0,4,4,8,,,,,,,,
4星彩,111000122,2022/05/23,4415900,176636,2840000,6,9,6,1,,,,,,,,
4星彩,111000123,2022/05/24,4003975,160159,530000,0,5,9,4,,,,,,,,
4星彩,111000124,2022/05/25,4035225,161409,2305000,5,5,0,6,,,,,,,,
4星彩,111000125,2022/05/26,3913475,156539,2530000,1,6,8,2,,,,,,,,
4星彩,111000126,2022/05/27,4200025,168001,1385000,6,9,7,5,,,,,,,,
4星彩,111000127,2022/05/28,4225300,169012,2695000,5,5,0,2,,,,,,,,
4星彩,111000128,2022/05/30,4506175,180247,1415000,6,3,3,2,,,,,,,,
4星彩,111000129,2022/05/31,4191100,167644,875000,6,6,4,6,,,,,,,,
4星彩,111000130,2022/06/01,4205025,168201,840000,4,7,4,2,,,,,,,,
4星彩,111000131,2022/06/02,4303175,172127,1025000,6,4,0,7,,,,,,,,
4星彩,111000132,2022/06/03,4328300,173132,1250000,9,8,0,1,,,,,,,,
4星彩,111000133,2022/06/04,4167250,166690,1280000,4,5,6,4,,,,,,,,
4星彩,111000134,2022/06/06,4452125,178085,1485000,7,0,9,8,,,,,,,,
4星彩,111000135,2022/06/07,3996975,159879,2175000,9,1,8,7,,,,,,,,
4星彩,111000136,2022/06/08,4116875,164675,760000,4,6,2,3,,,,,,,,
4星彩,111000137,2022/06/09,4202300,168092,2130000,8,5,1,8,,,,,,,,
4星彩,111000138,2022/06/10,4511300,180452,415000,4,5,5,8,,,,,,,,
4星彩,111000139,2022/06/11,4391000,175640,1025000,7,6,4,5,,,,,,,,
4星彩,111000140,2022/06/13,4736500,189460,4870000,5,9,7,2,,,,,,,,
4星彩,111000141,2022/06/14,4330550,173222,1910000,7,4,5,2,,,,,,,,
4星彩,111000142,2022/06/15,4361850,174474,1425000,5,1,9,1,,,,,,,,
4星彩,111000143,2022/06/16,4274950,170998,1590000,8,0,1,5,,,,,,,,
4星彩,111000144,2022/06/17,4352200,174088,1240000,6,0,3,7,,,,,,,,
4星彩,111000145,2022/06/18,4253300,170132,3400000,8,2,1,0,,,,,,,,
4星彩,111000146,2022/06/20,4645500,185820,1570000,8,6,0,6,,,,,,,,
4星彩,111000147,2022/06/21,4258650,170346,5405000,9,8,0,8,,,,,,,,
4星彩,111000148,2022/06/22,4238175,169527,1985000,9,8,5,5,,,,,,,,
4星彩,111000149,2022/06/23,4271425,170857,3205000,0,4,1,0,,,,,,,,
4星彩,111000150,2022/06/24,4122950,164918,1535000,2,8,8,6,,,,,,,,
4星彩,111000151,2022/06/25,4238550,169542,2685000,6,8,1,3,,,,,,,,
4星彩,111000152,2022/06/27,4555775,182231,8950000,2,3,6,5,,,,,,,,
4星彩,111000153,2022/06/28,4189900,167596,835000,5,1,4,2,,,,,,,,
4星彩,111000154,2022/06/29,4169750,166790,810000,2,4,9,0,,,,,,,,
4星彩,111000155,2022/06/30,4297400,171896,1735000,7,6,0,2,,,,,,,,
4星彩,111000156,2022/07/01,4458225,178329,6600000,0,7,0,2,,,,,,,,
4星彩,111000157,2022/07/02,4308625,172345,1350000,1,7,8,5,,,,,,,,
4星彩,111000158,2022/07/04,4446550,177862,1375000,7,7,6,9,,,,,,,,
4星彩,111000159,2022/07/05,4359325,174373,3720000,6,1,3,9,,,,,,,,
4星彩,111000160,2022/07/06,4655700,186228,340000,5,4,8,5,,,,,,,,
4星彩,111000161,2022/07/07,4477750,179110,1525000,0,1,5,6,,,,,,,,
4星彩,111000162,2022/07/08,4521650,180866,2070000,8,3,1,3,,,,,,,,
4星彩,111000163,2022/07/09,4603200,184128,1700000,0,6,4,4,,,,,,,,
4星彩,111000164,2022/07/11,4897600,195904,835000,7,3,0,6,,,,,,,,
4星彩,111000165,2022/07/12,4571300,182852,2865000,0,4,0,2,,,,,,,,
4星彩,111000166,2022/07/13,4492750,179710,2170000,3,0,5,1,,,,,,,,
4星彩,111000167,2022/07/14,4452425,178097,695000,4,4,2,1,,,,,,,,
4星彩,111000168,2022/07/15,4603525,184141,300000,0,5,3,4,,,,,,,,
4星彩,111000169,2022/07/16,4396925,175877,2670000,5,7,0,2,,,,,,,,
4星彩,111000170,2022/07/18,4789450,191578,5205000,1,1,1,5,,,,,,,,
4星彩,111000171,2022/07/19,4403450,176138,1595000,5,2,0,9,,,,,,,,
4星彩,111000172,2022/07/20,4515950,180638,1755000,5,2,8,5,,,,,,,,
4星彩,111000173,2022/07/21,4477600,179104,430000,7,5,1,4,,,,,,,,
4星彩,111000174,2022/07/22,4520550,180822,715000,4,7,4,0,,,,,,,,
4星彩,111000175,2022/07/23,4361550,174462,975000,0,1,4,9,,,,,,,,
4星彩,111000176,2022/07/25,4697625,187905,1350000,6,0,9,9,,,,,,,,
4星彩,111000177,2022/07/26,4359850,174394,710000,3,7,5,4,,,,,,,,
4星彩,111000178,2022/07/27,4339825,173593,1355000,1,8,5,4,,,,,,,,
4星彩,111000179,2022/07/28,4252850,170114,1585000,0,5,6,2,,,,,,,,
4星彩,111000180,2022/07/29,4448100,177924,1100000,5,0,9,9,,,,,,,,
4星彩,111000181,2022/07/30,4333750,173350,1005000,3,3,0,4,,,,,,,,
4星彩,111000182,2022/08/01,4632500,185300,1870000,9,2,3,4,,,,,,,,
4星彩,111000183,2022/08/02,4210950,168438,2700000,9,2,2,0,,,,,,,,
4星彩,111000184,2022/08/03,4407250,176290,2195000,6,8,3,9,,,,,,,,
4星彩,111000185,2022/08/04,4320675,172827,2500000,2,3,5,8,,,,,,,,
4星彩,111000186,2022/08/05,4564825,182593,1610000,8,6,1,9,,,,,,,,
4星彩,111000187,2022/08/06,4486800,179472,665000,7,6,7,4,,,,,,,,
4星彩,111000188,2022/08/08,4837800,193512,3310000,2,5,1,7,,,,,,,,
4星彩,111000189,2022/08/09,4300700,172028,2290000,2,9,0,0,,,,,,,,
4星彩,111000190,2022/08/10,4385325,175413,1675000,2,2,5,2,,,,,,,,
4星彩,111000191,2022/08/11,4361900,174476,6255000,6,9,6,9,,,,,,,,
4星彩,111000192,2022/08/12,4520450,180818,1530000,3,9,6,4,,,,,,,,
4星彩,111000193,2022/08/13,4397275,175891,4470000,7,6,2,3,,,,,,,,
4星彩,111000194,2022/08/15,4704125,188165,2530000,7,2,9,0,,,,,,,,
4星彩,111000195,2022/08/16,4326800,173072,925000,8,5,7,4,,,,,,,,
4星彩,111000196,2022/08/17,4255500,170220,630000,9,4,3,6,,,,,,,,
4星彩,111000197,2022/08/18,4246325,169853,2960000,5,3,3,3,,,,,,,,
4星彩,111000198,2022/08/19,4523725,180949,1685000,2,1,6,3,,,,,,,,
4星彩,111000199,2022/08/20,4362400,174496,740000,4,5,6,5,,,,,,,,
4星彩,111000200,2022/08/22,4595800,183832,1010000,9,6,5,4,,,,,,,,
4星彩,111000201,2022/08/23,4266250,170650,10990000,3,7,8,6,,,,,,,,
4星彩,111000202,2022/08/24,4230975,169239,2805000,3,5,2,7,,,,,,,,
4星彩,111000203,2022/08/25,4214025,168561,1605000,8,6,1,3,,,,,,,,
4星彩,111000204,2022/08/26,4431575,177263,1890000,7,8,0,3,,,,,,,,
4星彩,111000205,2022/08/27,4397125,175885,510000,4,4,0,6,,,,,,,,
4星彩,111000206,2022/08/29,4413275,176531,1175000,5,0,1,3,,,,,,,,
4星彩,111000207,2022/08/30,4216850,168674,1565000,5,1,3,5,,,,,,,,
4星彩,111000208,2022/08/31,4346900,173876,885000,4,9,1,3,,,,,,,,
4星彩,111000209,2022/09/01,4261200,170448,2040000,3,9,6,8,,,,,,,,
4星彩,111000210,2022/09/02,4159325,166373,3235000,9,1,3,3,,,,,,,,
4星彩,111000211,2022/09/03,4099600,163984,2315000,7,6,3,6,,,,,,,,
4星彩,111000212,2022/09/05,4725200,189008,2845000,2,3,2,1,,,,,,,,
4星彩,111000213,2022/09/06,4385300,175412,1595000,0,5,8,2,,,,,,,,
4星彩,111000214,2022/09/07,4407250,176290,915000,6,4,3,5,,,,,,,,
4星彩,111000215,2022/09/08,4390275,175611,550000,4,0,4,3,,,,,,,,
4星彩,111000216,2022/09/09,4468175,178727,4400000,3,3,3,8,,,,,,,,
4星彩,111000217,2022/09/10,4387575,175503,3555000,6,1,0,2,,,,,,,,
4星彩,111000218,2022/09/12,4580875,183235,3430000,7,7,1,1,,,,,,,,
4星彩,111000219,2022/09/13,4368850,174754,3425000,9,0,1,2,,,,,,,,
4星彩,111000220,2022/09/14,4467175,178687,3405000,2,8,1,6,,,,,,,,
4星彩,111000221,2022/09/15,4389400,175576,625000,4,3,6,0,,,,,,,,
4星彩,111000222,2022/09/16,4494575,179783,765000,8,3,7,4,,,,,,,,
4星彩,111000223,2022/09/17,4455075,178203,1830000,3,7,6,2,,,,,,,,
4星彩,111000224,2022/09/19,4858200,194328,3660000,7,8,8,3,,,,,,,,
4星彩,111000225,2022/09/20,4384850,175394,2015000,6,3,8,3,,,,,,,,
4星彩,111000226,2022/09/21,4561225,182449,2960000,2,7,5,9,,,,,,,,
4星彩,111000227,2022/09/22,4344475,173779,710000,3,1,3,4,,,,,,,,
4星彩,111000228,2022/09/23,4572375,182895,3105000,8,8,3,9,,,,,,,,
4星彩,111000229,2022/09/24,4440375,177615,700000,4,8,2,2,,,,,,,,
4星彩,111000230,2022/09/26,4682500,187300,1605000,6,7,5,1,,,,,,,,
4星彩,111000231,2022/09/27,4525325,181013,3695000,7,7,7,1,,,,,,,,
4星彩,111000232,2022/09/28,4489825,179593,1785000,8,7,5,7,,,,,,,,
4星彩,111000233,2022/09/29,4446450,177858,1770000,2,5,1,9,,,,,,,,
4星彩,111000234,2022/09/30,4628000,185120,1005000,7,4,7,7,,,,,,,,
